GID,alea_argile
410530589,moyen
410530590,fort
410530591,moyen
410530592,moyen
410530593,moyen
410530594,moyen
410530595,moyen
410530596,moyen
410530599,moyen
410530600,moyen
410530601,moyen
410530602,moyen
410530603,moyen
410530874,fort
410530875,fort
410530876,fort
410530877,fort
410530878,fort
410530879,fort
410814804,fort
410530881,fort
410530882,fort
410530884,fort
410530885,fort
410530886,fort
410530887,fort
410530888,fort
410530889,fort
410530890,fort
410530891,fort
410529970,nul
410529971,nul
410529973,nul
410529975,moyen
410529976,fort
410529977,fort
410529978,fort
410529979,fort
410529980,fort
410529981,fort
410529982,fort
410529983,fort
410529984,fort
410529985,fort
410529986,moyen
410529988,fort
410530288,nul
410530289,nul
410530290,fort
410530291,fort
410530292,fort
410530295,fort
410530297,fort
410530298,fort
410530299,fort
410530300,fort
410530301,moyen
410530302,nul
410530303,moyen
410530304,nul
410530305,nul
410530306,nul
410530604,moyen
410530605,moyen
410530606,moyen
410530607,moyen
410530608,moyen
410530610,moyen
410530611,moyen
410530612,moyen
410530614,moyen
410530616,moyen
410530617,moyen
410530619,moyen
410530620,moyen
410819601,fort
410819602,fort
410530892,fort
410530893,fort
410530894,fort
410530895,fort
410530896,fort
410530897,fort
410530898,fort
410530899,fort
410530901,fort
410530902,fort
410530903,fort
410530905,fort
410530906,fort
410530907,fort
410530908,fort
410530909,fort
410529989,moyen
410529990,moyen
410529991,nul
410529992,moyen
410529994,moyen
410529995,moyen
410529996,moyen
410529997,moyen
410529998,moyen
410529999,moyen
410530001,nul
410530002,nul
410530003,moyen
410530004,moyen
410530005,nul
410530006,nul
410530007,nul
410530307,nul
410530308,nul
410530309,moyen
410530310,moyen
410530311,nul
416503176,nul
410530313,moyen
410530314,nul
410530315,moyen
410530317,moyen
410530318,moyen
410530319,moyen
410530320,moyen
410530321,moyen
410530322,moyen
410530323,moyen
410530324,moyen
410530325,moyen
410530621,moyen
410530623,moyen
410530624,moyen
410530625,moyen
410530626,moyen
410530627,moyen
410530628,moyen
410530629,moyen
410530630,moyen
410530631,moyen
410530632,moyen
410530634,moyen
410530635,moyen
410530636,moyen
410530910,fort
410530911,fort
410530912,fort
410530913,fort
410530914,fort
410530915,fort
410530916,moyen
410530918,fort
410530919,fort
410530920,fort
410530921,fort
410530922,fort
410530923,fort
410530924,fort
410530925,fort
410530926,fort
410530927,fort
410530010,fort
410530011,fort
410530013,fort
410530014,fort
410530015,fort
410530017,fort
410530018,fort
410530019,fort
410530020,fort
410530021,fort
410530022,fort
410530023,fort
410530024,moyen
410530025,fort
410530026,fort
410530027,fort
410530028,fort
410530029,fort
410530326,moyen
410530327,moyen
410530328,moyen
410530329,nul
410530331,nul
410530332,nul
410530333,nul
410530334,nul
410530335,nul
410530336,nul
410530337,nul
410530338,nul
410530339,nul
410530340,nul
410530341,nul
410530637,fort
410530638,moyen
410530639,moyen
410530640,moyen
410530641,moyen
410530642,moyen
410530643,moyen
410530645,moyen
410530646,moyen
410530647,moyen
410530648,moyen
410530649,moyen
410530650,moyen
410530651,moyen
410530653,moyen
410530928,fort
410530929,fort
410530930,fort
410530931,fort
410530932,moyen
410530933,fort
410530934,moyen
410530935,fort
410530936,fort
410530937,moyen
410530938,moyen
410530939,fort
410530942,moyen
410530943,fort
410530030,fort
410530031,fort
410530032,fort
410530034,nul
410530035,nul
410530036,nul
410530037,fort
410530038,nul
410530039,fort
410530040,fort
410530041,fort
410530042,nul
410530043,moyen
410530044,fort
410530045,fort
410530046,fort
410530047,fort
410530048,fort
410530049,nul
410530342,moyen
410530343,nul
410530344,nul
410530345,nul
410530347,nul
410530348,nul
410530349,nul
410530350,moyen
410530352,nul
410530353,nul
410530354,nul
410530355,nul
410530356,nul
410530357,nul
410530654,moyen
410530655,moyen
410530656,moyen
410530657,moyen
410530659,moyen
410530663,moyen
410530664,moyen
410530665,moyen
410530667,moyen
410530668,moyen
410530669,moyen
410530670,moyen
410530671,moyen
410530944,moyen
410530945,fort
410530946,fort
410530947,fort
410530948,fort
410530949,fort
410530950,fort
410530951,fort
410530952,fort
410530953,moyen
410530954,moyen
410530955,moyen
410530957,moyen
410530958,moyen
410530959,moyen
410530961,moyen
410530050,nul
410530051,fort
410530052,fort
410530053,fort
410530054,fort
410530055,fort
410530056,fort
410530057,fort
410530060,fort
410530062,fort
410530063,fort
410530064,fort
410530065,fort
410530066,fort
410530067,fort
410530360,nul
410530361,nul
410530362,nul
410530363,nul
410530364,nul
410530365,nul
410530366,moyen
410530367,nul
410530368,nul
410530369,nul
410530370,nul
410530371,nul
410530372,nul
410530373,nul
410530375,nul
410530376,nul
410530377,nul
410530673,moyen
410530674,moyen
410530676,moyen
410530677,moyen
410530678,moyen
410530680,moyen
410530681,moyen
410530682,moyen
410530686,moyen
410530687,moyen
410530689,moyen
410530690,moyen
410530692,moyen
410529759,moyen
410529760,moyen
410529761,nul
410529762,nul
410529763,nul
410529764,nul
410529765,moyen
410529766,moyen
410529767,nul
410529768,moyen
410529769,moyen
410529770,moyen
410529771,moyen
410529772,moyen
410529773,moyen
410529774,moyen
410529775,moyen
410529776,moyen
410529777,nul
410530068,fort
410530069,fort
410530070,fort
410530071,fort
410530072,fort
410530073,fort
410530074,fort
410530075,fort
410530077,moyen
410530078,fort
410530079,moyen
410530080,moyen
410530081,moyen
410530082,moyen
410530083,moyen
410530084,fort
410530085,fort
410530086,moyen
410530378,nul
410530379,nul
410530380,nul
410906849,nul
410530382,nul
410530383,moyen
410530384,moyen
410530385,moyen
410530386,moyen
410530387,moyen
410530389,moyen
410530390,nul
410906852,nul
410906853,moyen
410530393,nul
410530395,nul
410530694,moyen
410530695,moyen
410530697,moyen
410530698,moyen
410530699,moyen
410530700,moyen
410530701,moyen
410530702,moyen
410530703,moyen
410530704,moyen
410530706,moyen
410530707,moyen
410530708,moyen
410530709,moyen
410530710,moyen
410529778,moyen
410529779,moyen
410529780,moyen
410529781,moyen
410529782,moyen
410529783,moyen
410529784,nul
410529786,moyen
410529787,moyen
410529788,moyen
410529789,moyen
410529790,nul
410529791,moyen
410529792,nul
410529793,moyen
410529794,moyen
410529795,nul
410529796,nul
410530087,moyen
410530088,fort
410530089,fort
410530090,fort
410530091,fort
410530092,fort
410530093,moyen
410530094,moyen
410530095,moyen
410530096,moyen
410530098,moyen
410530099,nul
410530101,moyen
410530102,fort
410530103,fort
410530104,fort
410530105,fort
410530106,fort
410530107,fort
410906854,nul
410906878,fort
410530398,moyen
410530399,moyen
410530400,moyen
410906856,nul
410530402,moyen
410530403,moyen
410530404,nul
410530405,nul
410530406,moyen
410906857,nul
410530408,moyen
410530409,nul
410906858,nul
410530411,nul
410530412,nul
410946669,moyen
410530713,moyen
410530714,moyen
410530715,moyen
410530717,moyen
410530718,moyen
410530721,moyen
410530722,moyen
410530723,moyen
410530724,moyen
410530725,moyen
410530726,moyen
410530727,moyen
410530728,moyen
410530729,moyen
410529797,nul
410529798,nul
410529799,nul
410529800,nul
410529801,nul
410529802,nul
410529803,nul
410529804,nul
410529805,nul
410529806,nul
410529807,nul
410529808,nul
410529809,nul
410529810,nul
410529811,nul
410529812,nul
410529813,nul
410529814,nul
410529815,nul
410530108,fort
410530109,fort
410530110,fort
410530111,fort
410530112,fort
410530113,fort
410530114,fort
410530115,fort
410530116,fort
410530117,fort
410530118,fort
410530119,fort
410530120,fort
410837809,moyen
410530122,fort
410530124,fort
410530125,fort
410530126,nul
410530413,nul
410530414,nul
410530415,nul
410530417,nul
410530418,nul
410530420,moyen
410530421,nul
410530422,nul
410530423,nul
410530424,nul
410530425,nul
410530426,nul
410530427,nul
410530428,nul
410530429,nul
410530430,nul
410530731,moyen
410530732,moyen
410530733,moyen
410530734,moyen
410530735,moyen
410530736,moyen
410530737,moyen
410530738,moyen
410530739,moyen
410530740,moyen
410530741,moyen
410530742,moyen
410530743,moyen
410530744,moyen
410530745,moyen
410529816,nul
410529817,nul
410529818,nul
410529819,nul
410529820,nul
410529821,nul
410529822,nul
410529823,nul
410529824,nul
410529825,nul
410529826,nul
410529827,nul
410529828,nul
410529829,nul
410529830,nul
410529831,nul
410529832,nul
410529833,nul
410529834,nul
410530127,fort
410530128,fort
410530129,fort
410530130,fort
410530131,fort
410530132,fort
410530133,fort
410530135,nul
410530136,fort
410530137,fort
410530138,fort
410530139,fort
410530140,fort
410530141,fort
410530142,fort
410530143,fort
410530144,fort
410530145,fort
410530432,nul
410530433,moyen
410530435,nul
410530436,nul
410530437,nul
410530440,nul
410530441,nul
410530442,nul
410530443,nul
410530444,nul
410530445,nul
410530446,nul
410530447,nul
410530448,moyen
410530449,moyen
410530450,nul
410530452,nul
410530747,moyen
410530748,moyen
410530749,moyen
410530750,moyen
410530752,moyen
410530753,moyen
410530754,moyen
410530755,moyen
410530757,moyen
410530758,moyen
410530759,moyen
410530762,moyen
410530764,moyen
410529835,nul
410529836,nul
410529837,nul
410529838,nul
410529839,nul
410529840,nul
410529841,nul
410529842,nul
410529843,nul
410529844,nul
410529845,nul
410529846,nul
410529847,nul
410529848,nul
410529849,nul
410529850,nul
410529851,nul
410529853,nul
410530146,moyen
410530147,fort
410530148,fort
410530149,moyen
410530150,nul
410530152,fort
410530153,nul
410530154,fort
410530155,nul
410530156,nul
410530157,fort
410530158,moyen
410530159,fort
410530160,fort
410530161,nul
410530162,nul
410530163,nul
410530164,nul
410530165,nul
410530166,nul
410530453,nul
410530454,nul
410530455,nul
410530456,nul
410530458,nul
410530459,nul
410530460,nul
410530461,nul
410530462,nul
410530463,nul
410530464,nul
410530465,nul
410530466,nul
410530467,nul
410530468,nul
410530469,nul
410530471,nul
410530765,moyen
410530766,moyen
410530767,moyen
410530768,moyen
410530769,moyen
410530770,moyen
410530771,moyen
410530772,moyen
410530773,moyen
410530774,moyen
410530776,moyen
410530777,moyen
410530778,moyen
410530781,moyen
410530782,moyen
410529854,nul
410529855,nul
410529856,nul
410529857,nul
410529858,nul
410529859,nul
410529860,nul
410529861,nul
410529862,nul
410529863,nul
410529864,nul
410529865,nul
410529866,nul
410529868,nul
410529869,nul
410529870,nul
410529871,nul
410529872,nul
410530168,fort
410530169,fort
410530170,fort
410530171,fort
410530172,moyen
410530173,fort
410530174,fort
410530175,fort
410530176,nul
410530178,moyen
410530179,moyen
410530181,fort
410530182,moyen
410530183,fort
410530184,moyen
410530185,moyen
410530186,moyen
410530188,moyen
410530189,moyen
410530472,nul
410530474,nul
410530475,nul
410530476,nul
410530477,nul
410530478,nul
410530479,nul
410530480,nul
410530481,nul
410530482,nul
410530483,nul
410530484,nul
410530485,nul
410530486,nul
410530487,nul
410530488,nul
410530784,moyen
410530785,moyen
410530786,moyen
410530787,moyen
410530788,moyen
410530789,moyen
410530791,moyen
410530793,fort
410530794,fort
410530795,fort
410530796,fort
410530797,fort
410530799,fort
410530800,fort
410530801,fort
410530802,fort
410529873,nul
410529874,nul
410529875,nul
410529876,nul
410529878,nul
410529879,nul
410529880,nul
410529881,nul
410529882,nul
410529883,nul
410529884,nul
410529886,nul
410529887,nul
410529888,nul
410529889,nul
410529890,nul
410529891,nul
410530190,moyen
410530191,moyen
410530192,fort
410530193,moyen
410530194,fort
410530195,fort
410530196,fort
410530197,fort
410530198,moyen
410530199,moyen
410530200,moyen
410530201,moyen
410530202,moyen
410530203,moyen
410530205,moyen
410530206,moyen
410530207,nul
410530208,fort
410530209,moyen
410530489,nul
410530490,nul
410530491,nul
410530492,nul
410530493,nul
410530494,nul
410530495,nul
410530496,nul
410530497,nul
410530499,nul
410530500,nul
410530501,nul
410530504,nul
410530505,nul
410530506,nul
410530507,nul
410530508,nul
410530803,fort
410530805,fort
410530806,fort
410530808,fort
410530809,fort
410530810,fort
410530811,fort
410530813,fort
410530814,fort
410530815,fort
410530817,fort
410530818,fort
410530819,fort
410530820,fort
410530821,fort
410529892,nul
410529893,nul
410529894,nul
410529895,nul
410529896,nul
410529897,nul
410529898,nul
410529899,nul
410529901,nul
410529902,nul
410529903,nul
410529904,nul
410529905,nul
410529906,nul
410529907,nul
410529908,nul
410529909,nul
410529910,nul
410529911,nul
410530210,moyen
410530211,moyen
410530212,moyen
410530213,moyen
410530214,moyen
410530216,nul
410530217,nul
410530218,nul
410530219,nul
410530220,nul
410530221,nul
410530222,nul
410530223,nul
410530224,fort
410530226,fort
410530227,nul
410530228,nul
410530229,nul
410530509,nul
410530510,nul
410530511,nul
410530512,nul
410530514,moyen
410530515,moyen
410530516,moyen
410530519,moyen
410530520,moyen
410530522,moyen
410530524,moyen
410530525,moyen
410530527,moyen
410530528,moyen
410530529,moyen
410530530,moyen
410530823,fort
410530824,fort
410530825,fort
410530826,fort
410530827,fort
410530828,moyen
410530829,fort
410530830,moyen
410530831,fort
410530832,fort
410530833,moyen
410530834,moyen
410530835,fort
410530836,fort
410530837,fort
410530838,moyen
410529912,nul
410529913,nul
410529914,nul
410529915,nul
410529916,nul
410529917,nul
410529918,nul
410529919,nul
410529920,nul
410529921,nul
410529922,nul
410529923,nul
410529924,nul
410529925,fort
410529926,moyen
410529927,fort
410529928,fort
410529929,fort
410529930,fort
410530230,nul
410530231,nul
410530233,nul
410530234,nul
410530235,nul
410530236,nul
410530237,fort
410530238,moyen
410530240,nul
410530241,nul
410530242,nul
410530243,fort
410530244,fort
410530245,fort
410530247,fort
410530248,nul
410530249,fort
410530531,moyen
410530532,fort
410530533,fort
410530535,fort
410530536,fort
410530538,moyen
410530540,moyen
410530541,moyen
410530542,moyen
410530543,moyen
410530544,moyen
410530545,moyen
410530547,moyen
410530548,moyen
410530839,fort
410530840,fort
410530841,fort
410530842,fort
410530844,fort
410530845,fort
410530846,fort
410530847,fort
410530848,fort
410530849,moyen
410530850,moyen
410530851,moyen
410530852,fort
410530853,fort
410530854,fort
410530855,fort
410529931,fort
410529932,fort
410529933,fort
410529934,fort
410529935,fort
410529936,nul
410529937,fort
410529938,nul
410529939,fort
410529940,fort
410529941,fort
410529942,fort
410529943,fort
410529944,moyen
410529945,moyen
410529946,moyen
410529947,moyen
410529948,moyen
410529949,fort
410529950,fort
410530250,fort
410530251,fort
410530252,fort
410530253,fort
410530254,fort
410530255,fort
410530256,fort
410530258,fort
410530259,fort
410530260,nul
410530261,fort
410530262,fort
410530263,fort
410530264,fort
410530265,fort
410530266,fort
410530267,fort
410530268,fort
410530549,fort
410530550,fort
410530551,fort
410530552,moyen
410530553,moyen
410530554,moyen
410530555,moyen
410530556,moyen
410530557,moyen
410530559,moyen
410530560,moyen
410530561,moyen
410530562,moyen
410530563,moyen
410530564,moyen
410530566,moyen
410532113,moyen
410532114,fort
410532115,moyen
410532116,moyen
410532117,moyen
410532118,moyen
410532119,moyen
410532120,moyen
410532121,moyen
410532122,moyen
410532123,moyen
410532124,moyen
410532125,moyen
410532126,moyen
410532127,moyen
410532128,moyen
410532130,fort
410532131,fort
410532461,fort
410532462,fort
410532464,moyen
410532465,fort
410532466,fort
410532470,moyen
410532471,moyen
410532472,moyen
410532473,fort
410532474,moyen
410532475,moyen
410532476,moyen
410532477,moyen
410532478,moyen
410532480,moyen
410532481,moyen
410800005,fort
410531141,fort
410531142,moyen
410531143,fort
410531145,moyen
410531147,moyen
410531148,moyen
410531149,moyen
410531150,moyen
410531151,fort
410531152,moyen
410531153,moyen
410531154,moyen
410531155,moyen
410531156,moyen
410531157,moyen
410531158,moyen
410531159,fort
410531767,fort
410531768,fort
410531769,fort
410531770,fort
410531771,fort
410531772,fort
410531773,fort
410531774,fort
410531775,fort
410840533,fort
410531778,fort
410531779,fort
410531780,fort
410531781,fort
410531783,moyen
410531784,moyen
410532132,fort
410532133,fort
410532134,fort
410532135,fort
410532136,fort
410532137,fort
410532138,fort
410532139,fort
410532140,fort
410532141,fort
410532142,fort
410532143,moyen
410532144,moyen
410532145,fort
410532147,fort
410532148,fort
410532149,fort
410532150,fort
410532152,fort
410800006,fort
410800007,fort
410800008,fort
410800009,fort
410800010,fort
410800011,fort
410800012,fort
410800013,fort
410800014,fort
410800025,fort
410800026,fort
410800027,fort
410800028,fort
410800029,fort
410800032,moyen
410800034,fort
410800037,fort
410800038,fort
410531160,fort
410531161,fort
410531162,fort
410531163,fort
410531165,moyen
410531166,moyen
410531167,moyen
410531168,moyen
410531169,fort
410531171,fort
410531172,fort
410531173,fort
410531174,fort
410531175,fort
410531176,fort
410531787,moyen
417002502,moyen
410531791,fort
410531792,moyen
410531793,moyen
417002500,moyen
417002501,moyen
410531798,moyen
410531799,moyen
410531801,moyen
410531802,moyen
410531803,moyen
410531804,moyen
410531806,moyen
410531807,fort
410531808,moyen
417002504,moyen
410532154,fort
410532155,fort
410532157,moyen
410532158,fort
410532159,fort
410532160,moyen
410532162,moyen
410532164,fort
410532165,moyen
410532168,moyen
410532169,moyen
410532171,fort
410532173,moyen
410532174,fort
410532175,fort
410532176,fort
410532177,fort
410532178,fort
410800039,fort
410800041,moyen
410800042,fort
410800043,fort
410800046,fort
410800047,moyen
410800049,fort
410800050,fort
410800052,fort
410800053,fort
410800054,fort
410800055,fort
410800056,fort
410800057,fort
410800058,fort
410531177,fort
410531178,fort
410531179,moyen
410531181,moyen
410531182,fort
410531183,fort
410531185,fort
410531186,fort
410531187,fort
410531188,fort
410531189,fort
410531190,fort
410531191,fort
410531809,moyen
410531810,moyen
410531811,moyen
410531813,fort
410531815,nul
410531816,moyen
410531817,moyen
410531818,moyen
410531820,moyen
410531821,moyen
417002505,moyen
410531823,moyen
410531824,moyen
410531825,moyen
410532179,fort
410532180,fort
410532181,fort
410532182,fort
410532183,fort
410532184,fort
410532185,fort
410532186,fort
410532187,moyen
410532189,fort
410532190,fort
410532191,fort
410532193,fort
410532194,fort
410532195,fort
410532196,fort
410532197,fort
410532198,fort
410532199,fort
410800060,fort
410800061,fort
410800062,nul
410800065,fort
410800066,fort
410800069,fort
410800070,fort
410800072,nul
410800073,nul
410800074,fort
410800075,moyen
410800076,fort
410800080,fort
410800083,fort
410800084,fort
410800085,fort
410531194,fort
410531195,fort
410531196,fort
410531197,fort
410531198,fort
410531199,fort
410531200,fort
410531201,fort
410531202,moyen
410531203,fort
410531204,moyen
410531205,moyen
410531206,moyen
410531207,moyen
410531208,moyen
410531209,moyen
410531210,moyen
410531211,moyen
410531826,moyen
410531827,moyen
410531828,moyen
410531829,moyen
410531830,moyen
410531831,moyen
410531832,moyen
410531833,moyen
410531834,moyen
410531835,moyen
410531837,moyen
410531840,moyen
410531841,moyen
410531842,moyen
410531843,moyen
410531849,moyen
410531851,moyen
410532200,fort
410532201,fort
410532202,fort
410532203,fort
410532204,fort
410532205,fort
410532206,fort
410532207,fort
410532208,fort
410532209,fort
410532210,fort
410532211,fort
410532212,fort
410532213,fort
410532214,fort
410532215,fort
410532216,fort
410532217,fort
410532218,fort
410800087,fort
410800088,fort
410800089,fort
410800091,fort
410800092,fort
410800093,fort
410800095,fort
410800096,fort
410800097,fort
410800098,fort
410800099,fort
410800100,moyen
410800102,moyen
410800105,fort
410800106,fort
410800107,fort
410800108,fort
410800110,fort
410531213,moyen
410531214,moyen
410531217,moyen
410531218,fort
410531219,fort
410531220,fort
410531221,fort
410531222,fort
410531223,fort
410531224,moyen
410531225,moyen
410531226,fort
410531227,moyen
410531229,moyen
410531230,moyen
410531231,moyen
410531853,fort
416003255,fort
410531856,moyen
416003256,fort
410531859,moyen
410531861,moyen
410531862,moyen
410531863,moyen
410531869,moyen
410531872,fort
410531873,fort
416504436,nul
410531877,moyen
410531879,moyen
416003262,fort
416003263,fort
410532219,fort
410532220,fort
410532221,fort
410532224,fort
410532225,moyen
410532226,moyen
410532227,moyen
410532228,moyen
410532229,moyen
410532231,moyen
410532232,moyen
410532233,fort
410532234,fort
410532235,fort
410808890,fort
410532237,fort
410532238,fort
410532239,fort
410532240,fort
410800111,fort
410800112,moyen
410800114,moyen
410800115,moyen
410800116,fort
410800118,fort
410935636,fort
410800121,fort
410800124,fort
410800126,fort
410935638,fort
410800135,fort
410935639,fort
410800138,fort
410800140,fort
410800143,fort
410800144,fort
410800146,fort
410531232,moyen
410531233,moyen
410531235,moyen
410531237,moyen
410531238,moyen
410531240,moyen
410531241,moyen
410531242,moyen
410531243,moyen
410531244,moyen
410531245,moyen
410531246,fort
410531247,fort
410531249,nul
410531884,fort
410531885,fort
410531887,moyen
410531888,moyen
410531889,moyen
410531890,moyen
410531891,moyen
410956882,moyen
410531893,moyen
410531894,fort
410531897,moyen
410531898,moyen
410531902,moyen
410532241,fort
410532242,fort
416001809,moyen
410532247,moyen
410532248,moyen
410532249,moyen
410532250,moyen
410532251,moyen
410532252,fort
410532253,fort
410532254,fort
410532255,fort
410532256,fort
410532257,fort
410532258,fort
410532259,moyen
410530962,moyen
410530963,moyen
410530964,fort
410530965,moyen
410530966,fort
410530967,moyen
410530969,moyen
410530970,fort
410530971,fort
410530972,fort
410530973,fort
410530974,fort
410530975,moyen
410530977,fort
410530978,moyen
410530979,moyen
410531251,moyen
410531252,moyen
410531253,moyen
410531256,moyen
410531257,moyen
410531258,moyen
410531259,moyen
410531260,moyen
410531261,moyen
410531262,moyen
410531263,moyen
410531264,moyen
410531265,moyen
410531266,moyen
410531267,moyen
410531268,moyen
410531903,moyen
410531905,moyen
410531906,moyen
410531908,moyen
410857267,moyen
410531910,moyen
410857271,fort
410531913,fort
410531914,moyen
410531915,moyen
410531917,moyen
410531919,moyen
410531922,fort
410531924,fort
410531925,fort
410532260,moyen
410532261,moyen
410532262,moyen
410532263,fort
410532264,fort
410532265,fort
410532266,moyen
417501078,fort
410532268,moyen
410532269,moyen
410532270,moyen
410532272,moyen
410532273,moyen
410532274,moyen
410532276,moyen
410532277,moyen
410532279,moyen
410532280,fort
410532281,moyen
410530980,fort
410530981,moyen
410530982,moyen
410845864,fort
410530985,moyen
410530986,moyen
410530987,moyen
410530988,moyen
410530989,moyen
410845863,fort
410530991,moyen
410530992,fort
410530993,fort
410530994,fort
410530997,fort
410531269,moyen
410531270,moyen
410531271,moyen
410531272,moyen
410531273,moyen
410531275,moyen
410531276,moyen
410531277,moyen
410531278,moyen
410531279,moyen
410531280,nul
410531281,nul
410531282,moyen
410531283,moyen
410531284,nul
410531285,nul
410531286,moyen
410531926,fort
410531927,fort
410531929,fort
410531931,fort
410531932,fort
410531934,fort
410531935,moyen
410531936,moyen
410531937,moyen
410531938,moyen
410531940,moyen
410531941,moyen
410531942,moyen
410531944,moyen
410531946,moyen
410532282,moyen
410532283,moyen
410532284,moyen
410532285,moyen
410532286,moyen
410532287,moyen
410532288,moyen
410532289,moyen
410532290,moyen
410532292,moyen
410532293,moyen
410532294,moyen
410532295,moyen
410532296,moyen
410532297,moyen
410532298,moyen
410532299,moyen
410532300,moyen
410532301,moyen
410530998,fort
410531000,fort
410531001,fort
410531002,fort
410531003,fort
410531004,fort
410531006,fort
410531007,fort
410531008,fort
410531010,fort
410531011,fort
410531014,fort
410531015,fort
410531017,fort
417003447,fort
410531287,nul
410531288,nul
410531289,nul
410531290,nul
410531293,nul
410531295,moyen
410531299,moyen
410531300,moyen
410531304,moyen
410531305,moyen
410531306,moyen
410531307,moyen
410531308,moyen
410531310,moyen
410531311,moyen
410531312,moyen
410531313,nul
410531947,moyen
410531948,moyen
410857244,moyen
410531950,moyen
410857258,moyen
410531952,moyen
410531954,fort
410531955,fort
410531956,fort
410531958,moyen
410531959,moyen
410531960,moyen
410531961,moyen
410531962,moyen
410531963,fort
410531964,moyen
410531967,moyen
410531969,moyen
410532302,moyen
410532303,moyen
410532304,moyen
410532305,moyen
410532306,moyen
410532307,moyen
410532308,moyen
410532309,moyen
410532310,moyen
410532311,moyen
410532312,moyen
410532313,moyen
410532314,moyen
410532315,moyen
410532316,moyen
410532318,moyen
410532319,moyen
410532320,moyen
410532321,moyen
410531018,fort
410531019,fort
410531020,fort
417003452,nul
410531023,fort
410531024,fort
410531025,fort
410531026,fort
410531027,fort
417003453,moyen
410531029,fort
410531030,fort
410531031,fort
410531032,fort
410531033,fort
410531314,nul
410531315,moyen
410531316,moyen
410531318,moyen
410531320,moyen
417003396,moyen
410531328,moyen
417003394,moyen
410531330,moyen
417003395,moyen
410531332,moyen
410531334,moyen
410531342,moyen
410531343,moyen
410531626,nul
410531972,moyen
410531974,moyen
410531977,fort
410531978,fort
410531979,moyen
410531983,fort
410531985,moyen
410531986,moyen
410531987,fort
410531988,fort
410531989,fort
410531990,fort
410531991,fort
410531992,fort
410531993,fort
410531995,fort
410531996,fort
410531999,moyen
410532322,moyen
410532323,moyen
410532324,moyen
410532325,moyen
410532326,moyen
410532327,moyen
410532328,moyen
410532329,moyen
410532330,moyen
410532331,moyen
410532332,moyen
410532334,moyen
410532335,moyen
410532336,moyen
410532337,moyen
410532338,moyen
410532339,moyen
410532340,moyen
410532341,moyen
410531034,fort
410531035,fort
410531036,fort
410531037,fort
410531038,fort
410531040,fort
410531042,fort
410531044,fort
410531045,fort
410531047,moyen
410531048,fort
410531049,moyen
410531050,fort
410531051,fort
410531629,moyen
410531630,moyen
410531631,moyen
410531632,moyen
410531633,moyen
410531636,moyen
410531637,fort
410531638,fort
410837337,moyen
410531641,moyen
410531645,moyen
410531649,moyen
410837336,moyen
410837338,moyen
410531652,moyen
410532001,moyen
410532003,moyen
410532004,moyen
410532005,moyen
410532007,moyen
410532008,moyen
410532009,fort
410532010,fort
410532011,moyen
410532012,moyen
410532014,moyen
410826027,fort
410532016,moyen
410532017,moyen
410532018,moyen
410532019,moyen
410532342,fort
410532344,moyen
410532345,moyen
410532346,moyen
410532347,fort
410532348,moyen
410532349,moyen
410532350,fort
410532351,fort
410532352,fort
410532353,fort
410532354,fort
410532355,fort
410532356,fort
410532357,fort
410532359,moyen
410532360,moyen
410532361,fort
410531052,fort
410531053,fort
410531054,fort
410531055,fort
410531056,fort
410531057,fort
410531059,fort
410531060,fort
410531061,fort
410531062,fort
410531063,fort
410531065,fort
410531066,fort
410531068,fort
410531069,fort
410531070,fort
410531071,fort
410531653,moyen
410531654,moyen
410531655,moyen
410531656,moyen
410531657,moyen
410531658,moyen
410531659,moyen
410531660,fort
410531662,fort
410531664,fort
410531665,fort
410531666,moyen
410531667,moyen
410531669,moyen
410531671,moyen
410532020,moyen
410532021,moyen
410532023,moyen
410532024,moyen
410532025,moyen
410532026,moyen
410532027,moyen
410532028,moyen
410532029,moyen
410532030,moyen
410532031,moyen
410532032,moyen
410532033,moyen
410532034,moyen
410532035,moyen
410532036,moyen
410532037,moyen
410532362,moyen
410532364,moyen
410532365,moyen
410532366,moyen
410532367,moyen
410532368,moyen
410532369,moyen
410532370,moyen
410532371,moyen
410532373,moyen
410532374,moyen
410532375,moyen
410532376,moyen
410532377,moyen
410532378,moyen
410532379,moyen
410532380,moyen
410532381,moyen
410532382,moyen
410532383,moyen
410531072,fort
410531074,fort
410531075,fort
410531076,fort
410531077,fort
410531078,moyen
410531079,fort
410531080,fort
410531081,moyen
410531083,fort
410531084,fort
410531085,fort
410531086,fort
410531087,fort
410531088,fort
410531089,fort
410531675,moyen
410531676,moyen
410531677,moyen
410531679,moyen
410531680,moyen
410531681,moyen
410814677,nul
410531685,moyen
410531687,moyen
410531688,moyen
410531690,moyen
410531691,moyen
410531694,moyen
410531696,moyen
410532038,moyen
410532039,moyen
410532040,fort
410532041,fort
410532042,moyen
410532043,moyen
410532044,moyen
410532045,moyen
410532046,moyen
410532047,fort
410532048,fort
410532050,fort
410532051,fort
410532052,fort
410532053,fort
410532054,moyen
410532055,moyen
410532384,moyen
410532385,moyen
410532386,moyen
410532387,moyen
410532388,moyen
410532389,moyen
410532390,moyen
410532391,moyen
410532394,moyen
410532395,moyen
410532396,moyen
410532398,moyen
410532400,fort
410532401,fort
410532402,fort
410532403,fort
410532404,fort
410532405,fort
410531090,fort
410531091,fort
410531092,moyen
410916987,nul
