GID,alea_argile
410087853,moyen
410087854,moyen
410087855,moyen
410087856,moyen
410087857,moyen
410087861,nul
410087863,nul
410087864,nul
410087865,nul
410087866,nul
410087867,nul
410087869,nul
410087870,nul
410086276,fort
410086277,fort
410086278,fort
410086279,fort
410086280,fort
410086281,fort
410086282,fort
410086283,fort
410086285,fort
410086286,fort
410086287,fort
410086289,fort
410086290,fort
410086294,fort
410086295,fort
410086296,fort
410086297,fort
410086298,fort
410086776,fort
410086777,fort
410086779,fort
410086780,fort
410086785,fort
410086786,fort
410086788,fort
410086789,fort
410086790,fort
410086791,fort
410086792,fort
410086793,fort
410086796,fort
410086797,fort
410086798,fort
410086799,fort
410086800,fort
410946847,moyen
410087240,fort
410087241,nul
410087242,nul
410087243,nul
410087244,nul
410087245,nul
410087247,nul
410087248,nul
410087249,nul
410087250,nul
410087251,nul
410087252,nul
410087253,nul
410087254,moyen
410087255,moyen
410087256,moyen
410087257,nul
410087871,nul
410087872,nul
410087873,nul
410087879,nul
410087880,nul
410087884,nul
410087888,nul
410087890,fort
410087891,fort
410087892,nul
410087893,nul
410087896,fort
410087898,fort
410087900,fort
410087901,fort
410087902,fort
410086299,fort
410086300,fort
410086301,fort
410086303,fort
410086368,moyen
410086369,moyen
410086370,moyen
410086371,moyen
410086373,fort
410086374,fort
410086375,fort
410086376,fort
410086377,fort
410086378,fort
410086379,fort
410086380,fort
410086381,fort
410086382,fort
410086801,fort
410086802,fort
410086803,fort
410086807,fort
410086811,fort
410086813,fort
410086817,fort
410086819,fort
410086820,fort
410086821,fort
410086828,fort
410086832,fort
410086835,nul
410086836,nul
410086837,nul
410087258,nul
410087259,nul
410087260,nul
410087261,nul
410817136,nul
410087263,nul
410087265,nul
410087266,nul
410087267,nul
410087268,nul
410087270,nul
410087271,nul
410087272,nul
410087273,nul
410087275,nul
410087276,nul
410087903,fort
410087904,fort
410087905,fort
410087916,fort
410087954,fort
410087955,fort
410087956,fort
410087957,fort
410087958,fort
410087959,fort
410087960,fort
410087961,fort
410087967,fort
410087968,fort
410087969,fort
410087970,fort
410087971,fort
410087972,fort
410086384,fort
410086392,fort
410086393,fort
410086394,fort
410086408,nul
410086409,nul
410086410,nul
410086411,nul
410086413,nul
410086415,nul
410086416,nul
410086420,nul
410086422,fort
410086423,fort
410086424,fort
410086425,fort
410086426,fort
410086839,nul
410086840,nul
410086841,nul
410086842,nul
410086843,nul
410086844,nul
410086847,nul
410086848,nul
410086850,nul
410086851,nul
410086852,nul
410086853,nul
410086855,fort
410086856,fort
410086857,nul
410086858,nul
410087277,nul
410087283,fort
410087287,fort
410087288,fort
410087289,fort
410087290,fort
410087291,fort
410087293,fort
410087294,fort
410087295,nul
410087297,nul
410957701,fort
410957702,fort
410087305,fort
410087306,fort
410087307,fort
410087985,fort
410087986,fort
410087988,fort
410087991,moyen
410087993,nul
410087994,nul
410087995,nul
410952600,fort
410087997,nul
410087998,nul
410087999,nul
410088002,nul
410088005,nul
410088006,fort
410088008,fort
410086428,fort
410086430,fort
410086436,nul
410086438,nul
410086439,nul
410086440,nul
410086445,nul
410086446,nul
410086448,nul
410945867,moyen
410086459,nul
410086460,nul
417003117,fort
410086463,nul
410086861,fort
410086862,fort
410086863,fort
410086864,fort
410086865,nul
410086866,nul
410086867,nul
410086868,nul
410086869,nul
410086870,nul
410086871,nul
410086873,nul
410086874,nul
410086875,nul
410086876,nul
410086877,nul
410086878,nul
410086879,nul
410087311,nul
410087313,nul
410087314,nul
410087315,fort
410087316,fort
410087318,fort
410087320,fort
410087321,fort
410087330,fort
410087331,nul
410087332,nul
410087333,nul
410087334,nul
410087335,nul
410087336,nul
410087337,nul
410088009,fort
410088010,nul
410088011,fort
410088013,fort
410088014,fort
410088015,fort
410088016,nul
410088017,nul
410088018,nul
410088019,nul
410088020,fort
410088021,fort
410088024,fort
410088026,fort
410088028,fort
410088029,fort
410086464,nul
410086465,nul
410086467,nul
410086468,nul
410086469,nul
410086470,nul
410086471,nul
410086472,nul
410086473,nul
410086474,nul
410086477,nul
410086478,nul
410086479,nul
410086484,nul
410086485,nul
410086486,nul
410086487,nul
410086880,nul
410086882,nul
410086883,nul
410086884,nul
410086885,fort
410086886,fort
410086887,fort
410086888,fort
410086889,fort
410086890,fort
410086894,fort
410086895,nul
410086896,nul
410086897,fort
410086898,nul
410086899,nul
410086901,nul
410087343,moyen
410087344,moyen
410087345,fort
410087346,fort
410087347,moyen
410087348,moyen
410087353,fort
410087362,fort
410087363,fort
410087391,fort
410087392,fort
410087393,fort
410087394,fort
410087395,fort
410087397,fort
410087398,fort
410088036,fort
410088037,fort
410088038,fort
410088039,fort
410088041,fort
410088042,fort
410088044,fort
410088049,fort
410088051,fort
410088052,fort
410088054,fort
410088057,fort
410088058,fort
410086489,nul
410086490,fort
410086491,nul
410086492,nul
410086493,nul
410086494,nul
410086496,nul
410086499,nul
410086500,nul
410086501,nul
410086503,nul
410086504,nul
410086505,nul
410086508,nul
410086509,nul
410086902,fort
410086903,fort
410086904,fort
410086906,fort
410086907,fort
410809400,fort
410086910,fort
410952225,fort
410086916,fort
410086918,fort
410086920,fort
410086921,fort
410086923,fort
410086924,fort
410087401,fort
410087405,fort
410087406,fort
410087408,fort
410087410,fort
410087412,fort
410087414,fort
410087415,fort
410087417,fort
410087418,fort
410087419,fort
410087420,fort
410087422,fort
410087423,fort
410087424,fort
410941076,fort
410941077,fort
410951326,nul
410088063,fort
410088064,fort
410951327,nul
410088067,fort
410088068,fort
410088069,nul
410088072,nul
410088073,nul
410088076,fort
410088082,fort
410088083,fort
410088084,fort
410088085,fort
410086510,nul
410086511,nul
410086512,nul
410086513,nul
410086514,nul
410086515,nul
410086516,nul
410086517,nul
410086518,nul
410086519,nul
410086520,nul
410086521,nul
410086524,nul
410086525,nul
410086526,nul
410086527,nul
410086528,nul
410086925,fort
410086926,fort
410086928,fort
410086929,fort
410086930,fort
410086931,fort
410086932,fort
410086933,fort
410086934,fort
410086935,fort
410086936,fort
410086937,fort
410086939,fort
410086942,fort
410086943,fort
410086944,fort
410086950,fort
410086954,fort
410087425,fort
410087426,fort
410087427,fort
410087428,fort
410087429,fort
410087430,fort
410087431,fort
410087432,fort
410087433,fort
410087434,fort
410087435,fort
410087436,fort
410087437,fort
410087439,fort
410087440,fort
410087441,fort
410087442,fort
410087443,fort
410087444,fort
410088087,fort
410088089,fort
410800654,fort
410088091,fort
410800656,fort
410857155,moyen
410088096,fort
410088098,fort
410088100,fort
410088101,fort
410088102,fort
410088103,fort
410088104,fort
410088106,fort
410088107,fort
410088108,fort
410088110,fort
410086529,nul
410086530,nul
410086531,nul
410086534,nul
410086535,nul
410086536,nul
410086538,nul
410086539,nul
410086540,nul
410086541,nul
410086542,nul
410086543,nul
410086544,nul
410086548,nul
410086549,nul
410086551,nul
410086552,nul
410086960,fort
410086961,fort
410086963,nul
410086964,nul
410086965,fort
410086967,fort
410086968,fort
410086969,fort
410086972,fort
410086973,fort
410086974,fort
410086975,fort
410086984,nul
410086985,nul
410086987,nul
410086988,nul
410086989,nul
410086990,nul
410086991,nul
410087445,fort
410087446,fort
410087447,fort
410087448,fort
410087449,fort
410087450,fort
410087451,fort
410087452,fort
410087481,nul
410087482,nul
410087483,nul
410087484,nul
410087485,nul
410087486,nul
410087487,nul
410087489,nul
410087490,nul
410087493,fort
410088111,fort
410088112,fort
410088113,fort
410088114,fort
410088115,fort
410088116,fort
410088117,fort
410088118,fort
410088120,fort
410957667,fort
410957668,fort
410088124,fort
410088125,fort
410088126,fort
410957666,fort
410088128,fort
410088130,fort
410086553,nul
410945869,moyen
410086555,nul
410086556,nul
410086557,fort
410086570,fort
410086575,nul
410086577,nul
410086578,nul
410086579,nul
410086588,fort
410086591,fort
410086594,nul
410086595,nul
410086596,nul
410086597,nul
410086994,fort
410086995,fort
410086996,fort
410086997,fort
410086998,fort
410087000,fort
410087001,fort
410087003,moyen
410087004,moyen
410087005,fort
410087006,fort
410087007,fort
410087008,fort
410087009,fort
410087010,fort
410087011,fort
410087014,fort
410087018,fort
410087495,fort
410087496,fort
410087498,fort
410087516,fort
410087517,fort
410087521,fort
410087522,fort
410087523,fort
410087524,fort
410087527,fort
410089173,fort
410089174,fort
410089175,fort
410089176,fort
410089178,fort
410089179,fort
410089180,fort
410089181,nul
410089186,fort
410089187,fort
410089188,fort
410089189,fort
410089190,fort
410089192,moyen
410089193,moyen
410089194,fort
410089505,moyen
410089506,moyen
410089507,moyen
410089508,moyen
410089509,moyen
410089512,moyen
410089513,moyen
410089514,moyen
410089516,moyen
410089517,moyen
410089519,moyen
410089520,moyen
410089521,moyen
410089524,moyen
410089526,moyen
410089527,moyen
410089532,moyen
410088486,fort
410088487,fort
410088488,fort
410088489,fort
410088490,fort
410088491,nul
410088492,fort
410088493,fort
410088494,fort
410088495,fort
410088497,fort
410088498,fort
410088501,fort
410088502,fort
410088503,fort
410088504,fort
410088505,fort
410088842,moyen
410088843,moyen
410088844,moyen
410088845,moyen
410088846,moyen
410088847,moyen
410088848,moyen
410088849,moyen
410088850,moyen
410088851,moyen
410088852,moyen
410088853,moyen
410088854,moyen
410088855,nul
410088856,moyen
410088857,nul
410088859,nul
410089196,fort
410089198,fort
410089199,fort
410089200,fort
410089202,fort
410089203,fort
410089204,fort
410089205,fort
410089206,fort
410089207,fort
410089208,fort
410089209,fort
410089210,fort
410089211,fort
410089212,nul
410089213,nul
410089214,nul
410089215,fort
410089533,moyen
410089534,moyen
410089535,moyen
410089536,moyen
410089543,moyen
410089545,moyen
410089547,moyen
410089548,moyen
410089549,moyen
410089550,moyen
410089551,moyen
410089552,moyen
410089553,moyen
410089554,moyen
410089557,moyen
410089562,moyen
410088506,fort
410088507,fort
410088508,fort
410088510,fort
410955859,fort
410088512,fort
410088513,fort
410088515,fort
410088516,fort
410088517,fort
410088518,fort
410088519,fort
410088520,fort
410088521,fort
410088523,fort
410088524,fort
410088860,nul
410088861,nul
410088863,nul
410088864,nul
410088865,moyen
410088866,nul
410088867,nul
410088868,nul
410088869,nul
410088870,moyen
410088871,moyen
410088872,nul
410088873,moyen
410088874,moyen
410088875,moyen
410088877,moyen
410088878,moyen
410088879,moyen
410089217,fort
410089218,fort
410089219,fort
410089220,fort
410089221,fort
410089222,fort
410089223,fort
410089224,fort
410089225,fort
410089226,fort
410089227,fort
410089228,fort
410089229,moyen
410089230,moyen
410089231,moyen
410089232,moyen
410089234,moyen
410089563,moyen
410089564,moyen
410089565,moyen
410089566,moyen
410089567,moyen
410089568,moyen
410089569,moyen
410089570,moyen
410089571,moyen
410089572,moyen
410089573,moyen
410089574,moyen
410089575,moyen
410089576,moyen
410089578,moyen
410089580,moyen
410089581,moyen
410088526,fort
410088527,fort
410088528,fort
410088529,fort
410088530,fort
410088531,fort
410088532,fort
410088533,fort
410088534,fort
410088535,fort
410088536,fort
410088537,fort
410088538,fort
410088539,fort
410088540,fort
410088542,fort
410088544,fort
410088545,fort
410088546,fort
410088880,moyen
410088881,moyen
410088882,moyen
410088883,moyen
410088885,moyen
410088886,moyen
410088887,moyen
410088890,moyen
410088891,moyen
410088892,moyen
410088893,moyen
410088894,fort
410088895,moyen
410088896,moyen
410088897,moyen
410088898,moyen
410088899,moyen
410089235,moyen
410089236,moyen
410089237,moyen
410089238,moyen
410089241,moyen
410089242,moyen
410089243,moyen
410089244,moyen
410089245,moyen
410089246,moyen
410962737,fort
410962738,fort
410962731,fort
410962739,fort
410962740,fort
410089252,moyen
410089253,moyen
410089582,moyen
410089583,moyen
410089584,moyen
410089585,moyen
410089587,moyen
410089588,moyen
410089589,moyen
410089590,moyen
410089591,moyen
410089592,moyen
410089594,moyen
410089595,moyen
410089597,moyen
410089598,moyen
410089599,moyen
410089601,moyen
410088547,fort
410088548,fort
410088549,fort
410088550,fort
410088552,fort
410088553,fort
410088554,fort
410088555,fort
410088556,fort
410088558,fort
410088561,fort
410088562,fort
410088563,fort
410088564,fort
410088566,fort
410088567,fort
410088568,fort
410088900,moyen
410088901,moyen
410088902,moyen
410088903,moyen
410852493,fort
410088905,moyen
410088906,moyen
410088907,moyen
410088908,moyen
410088909,moyen
410088910,moyen
410088915,moyen
410088916,moyen
410088917,moyen
410088920,moyen
410962727,fort
410962726,fort
410962728,fort
410962729,fort
410962574,moyen
410962572,moyen
410089262,moyen
410962730,fort
410089265,moyen
410089266,moyen
410089267,moyen
410089268,moyen
410089269,moyen
410089270,moyen
410089271,moyen
410089272,moyen
410089273,moyen
410089602,moyen
410089603,moyen
410089604,moyen
410089605,moyen
410089606,moyen
410089607,moyen
410089608,moyen
410089612,moyen
410089613,moyen
410089614,moyen
410089615,moyen
410089616,moyen
410089617,moyen
410089618,moyen
410089622,moyen
410089624,moyen
410089625,moyen
410088569,fort
410088570,fort
410088571,fort
410088573,fort
410955860,fort
410088575,fort
410088576,fort
410088580,fort
410088583,fort
410088588,fort
410088589,fort
410088590,fort
410088925,moyen
410088926,moyen
410088927,moyen
410088928,moyen
410088929,moyen
410088930,moyen
410088931,moyen
410088932,moyen
410088933,moyen
410088934,moyen
410088935,moyen
410088936,moyen
410088937,moyen
410088938,moyen
410088939,moyen
410088941,moyen
410852512,moyen
410089274,moyen
410089275,moyen
410089276,moyen
410089279,moyen
410089280,moyen
410089281,moyen
410089282,moyen
410089283,moyen
410089284,moyen
410089285,moyen
410089287,moyen
410089288,moyen
410089290,moyen
410089291,moyen
410089292,moyen
410089626,moyen
410089627,moyen
410089628,moyen
410089629,moyen
410089630,moyen
410089633,moyen
410089635,moyen
410089636,moyen
410089637,moyen
410089638,moyen
410089639,moyen
410089640,moyen
410089641,moyen
410089642,moyen
410089643,moyen
410089644,moyen
410089645,moyen
410089647,moyen
410955872,moyen
410088593,fort
410088595,fort
410088596,fort
410088597,fort
410088598,fort
410088599,fort
410088600,fort
410088601,fort
410088602,fort
410955873,moyen
410088605,fort
410088607,fort
410088610,fort
410088945,moyen
410088946,moyen
410088948,moyen
410088949,moyen
410088950,moyen
410088951,moyen
410088952,moyen
410088955,moyen
410088956,moyen
410088958,moyen
410088959,moyen
410088960,moyen
410088961,moyen
410088962,moyen
410088964,moyen
410088965,moyen
410088967,moyen
410089294,moyen
410089296,moyen
410089297,moyen
410089298,moyen
410089299,nul
410089300,nul
410089301,nul
410089306,moyen
410089308,moyen
410089310,moyen
410089312,nul
410089313,nul
410088283,fort
410088284,fort
410088285,fort
410088286,fort
410088287,fort
410088288,fort
410088290,fort
410088291,fort
410088293,fort
410088294,fort
410088295,fort
410088296,fort
410829506,fort
410088300,fort
410088301,fort
410088611,fort
410088612,fort
410088613,fort
410088614,fort
410088615,fort
410088616,fort
410088617,fort
410088618,nul
410088619,nul
410088620,nul
410088622,nul
410088623,nul
410088627,fort
410088628,fort
410088629,fort
410088630,fort
410088631,fort
410088632,fort
410811983,fort
410088969,moyen
410088971,fort
410088972,fort
410088973,fort
410088974,fort
410088975,fort
410088976,fort
410088977,fort
410088978,fort
410088979,moyen
410088981,fort
410088982,fort
410088983,moyen
410088984,moyen
410088985,moyen
410928995,fort
410089317,fort
410928994,fort
410089320,fort
410089321,fort
410930750,fort
410089324,fort
410089325,fort
410089326,moyen
410089328,moyen
410930752,fort
410089332,fort
410089333,fort
410089336,fort
410089339,fort
410089341,fort
410089342,fort
410088303,fort
410088305,fort
410088306,fort
410088307,fort
410088308,fort
410088309,fort
410088310,fort
410841548,nul
410088313,fort
410088315,fort
410088316,fort
410088318,fort
410088319,fort
410088320,fort
410088321,fort
410088633,fort
410088634,fort
410088635,fort
410088639,fort
410088640,nul
410088641,nul
410088642,fort
410088643,fort
410088644,nul
410088645,nul
410088646,fort
410088647,fort
410088648,nul
410088650,nul
410088651,nul
410088653,nul
410088654,nul
410088655,nul
410088986,moyen
410088987,moyen
410088989,moyen
410088990,moyen
410088993,moyen
410088994,moyen
410088996,moyen
410088997,moyen
410088998,moyen
410088999,moyen
410089000,moyen
410089001,moyen
410089002,moyen
410089003,moyen
410089005,moyen
410089343,fort
410089345,moyen
410089347,moyen
410089348,moyen
410089350,moyen
410089352,moyen
410089353,moyen
410089354,nul
410089355,moyen
410089357,nul
410089358,moyen
410089359,moyen
410089360,moyen
410089362,moyen
410089363,moyen
410089364,moyen
410088322,fort
410088323,fort
410088324,fort
410088325,fort
410088326,fort
410088327,fort
410088328,fort
410088329,fort
410088330,fort
410088331,fort
410088332,fort
410088333,fort
410088334,fort
410088335,fort
410088336,fort
410088337,fort
410088339,fort
410088340,fort
410088657,nul
410816050,nul
410817120,nul
410817124,nul
410088661,nul
410088662,nul
410817122,nul
410817123,nul
410088665,nul
410088666,nul
410088667,nul
410088668,nul
410088669,nul
410088670,nul
410088671,nul
410817125,nul
410836444,fort
410088674,fort
410089006,moyen
410089007,moyen
410089008,moyen
410089009,moyen
410089011,moyen
410089015,moyen
410089018,moyen
410089020,moyen
410089021,moyen
410089022,moyen
410089023,moyen
410089024,moyen
410089025,moyen
410089027,moyen
410089028,moyen
410089029,moyen
410089030,moyen
410089366,moyen
410089368,moyen
410089370,moyen
410089371,moyen
410089374,moyen
410089375,moyen
410089379,moyen
410089380,moyen
410089381,moyen
410089382,moyen
410089383,moyen
410089384,moyen
410089385,fort
410089386,moyen
410089387,moyen
410088341,fort
410088342,fort
410088343,fort
410088345,fort
410088347,fort
410088348,fort
410088349,fort
410088350,fort
416001562,fort
417501212,moyen
410088353,fort
410088354,fort
410088356,fort
410088357,fort
410088359,fort
410088676,fort
410088677,fort
410088679,fort
410088680,fort
410088681,nul
410088683,nul
410088685,nul
410088686,nul
410088689,nul
410088690,nul
410088691,nul
410088694,nul
410088695,nul
410088696,nul
410088697,nul
410088698,nul
410089031,moyen
410089032,moyen
410089033,moyen
410089034,moyen
410089035,moyen
410089036,moyen
410089038,moyen
410089039,moyen
410089040,moyen
410089042,moyen
410089043,moyen
410089044,moyen
410089045,moyen
410089047,moyen
410089048,moyen
410089049,moyen
410089388,moyen
410089389,moyen
410089391,moyen
410089392,moyen
410089393,moyen
410089394,moyen
410089395,moyen
410089396,fort
410089397,nul
410089398,nul
410089399,nul
410089400,fort
410089401,fort
410089402,fort
410089403,fort
410089404,nul
410089406,nul
410088361,fort
410088363,fort
410088364,fort
410088365,fort
410088366,fort
410088367,fort
410088369,fort
410088370,fort
410088371,fort
410088372,fort
410088373,fort
410088374,fort
410088375,fort
410088376,fort
410088377,fort
410088379,fort
410088699,fort
410088700,nul
410088701,nul
410088702,nul
410088703,fort
410088705,fort
410088707,fort
410088708,fort
410088709,nul
410088710,fort
410088713,nul
410088714,fort
410088715,fort
410088716,fort
410088718,fort
410088721,fort
410088722,fort
410089050,moyen
410089052,moyen
410089053,moyen
410089054,moyen
410089055,moyen
410089056,moyen
410089057,moyen
410089058,moyen
410089059,moyen
410089060,moyen
410089062,moyen
410089065,moyen
410089066,moyen
410089068,moyen
410089069,moyen
410089407,fort
410089408,moyen
410089409,moyen
410089410,moyen
410089411,fort
410089414,moyen
410089415,moyen
410089416,moyen
410089417,moyen
410089420,moyen
410089422,moyen
410089425,moyen
410089426,moyen
410089427,moyen
410089428,moyen
410089430,moyen
410089433,moyen
410088380,fort
410088382,fort
410957830,fort
410088384,fort
410088385,fort
410088386,fort
410088387,fort
410088389,fort
410088390,fort
410813223,fort
410088393,fort
410088394,fort
410957832,fort
410088396,fort
410088397,fort
410088723,fort
417003748,fort
417003749,fort
410088728,fort
410088729,fort
410088730,fort
410088731,fort
410088738,moyen
410088739,moyen
410088740,moyen
410088742,moyen
410088743,moyen
410088745,moyen
410088746,moyen
410088747,moyen
410088750,fort
410088751,fort
410089070,moyen
410089075,moyen
410089077,moyen
410089080,fort
410089083,moyen
410089084,moyen
410089086,moyen
410089087,moyen
410089088,moyen
410089089,moyen
410089090,moyen
410089091,moyen
410089093,moyen
410089095,moyen
410089096,moyen
410089098,moyen
410089434,moyen
410089435,moyen
410089437,moyen
410089438,moyen
410089439,moyen
410089440,moyen
410089441,moyen
410089442,moyen
410089443,moyen
410089444,moyen
410089445,moyen
410089446,moyen
410089447,moyen
410089448,moyen
410089449,moyen
410088400,fort
410088401,fort
410088402,fort
410957833,fort
410088405,fort
410088406,fort
410957868,fort
410088408,nul
410088409,fort
410088410,fort
410088411,fort
410088412,fort
410088413,fort
410088414,fort
410088416,fort
410088418,fort
416003152,nul
416003159,nul
410088754,fort
410088755,fort
410088756,fort
410088757,fort
410088758,nul
410088760,moyen
410088761,moyen
416003153,nul
410088763,moyen
410088764,moyen
410088766,moyen
410088767,fort
410088768,fort
410088769,fort
416003180,fort
410088774,moyen
410089099,moyen
410089100,moyen
410089102,fort
410089103,fort
410089104,fort
410089105,fort
410089106,fort
410089107,moyen
410089108,moyen
410089109,moyen
410089110,moyen
410089111,moyen
410089112,nul
410089113,fort
410089114,nul
410089115,nul
410089116,fort
410089117,fort
410089450,moyen
410089451,moyen
410089452,moyen
410089453,moyen
410089454,moyen
410934692,moyen
410089456,moyen
410089457,moyen
410089459,moyen
410089460,moyen
410089462,moyen
410089463,moyen
410089464,moyen
410089465,moyen
410088422,nul
416001838,fort
410088424,nul
410809259,fort
410088426,nul
410088427,nul
410809260,fort
410899219,fort
416001839,fort
410088431,nul
416001840,fort
410817531,nul
410088435,nul
410088436,nul
410088437,nul
410088439,nul
410088441,nul
410088442,nul
410088775,moyen
410088776,moyen
410088778,moyen
410088779,moyen
410088780,moyen
410088781,fort
410088782,fort
410088783,fort
410088784,moyen
410088786,fort
410088787,fort
410088788,fort
410088791,moyen
410088794,moyen
410088795,moyen
410089118,fort
410089119,fort
410089120,fort
410089121,fort
410089122,fort
410089123,fort
410089124,fort
410089125,fort
410089126,fort
410089127,fort
410089128,moyen
410089129,moyen
410089131,moyen
410089132,moyen
410089133,moyen
410089134,moyen
410089135,nul
410089469,moyen
410089470,moyen
410089471,moyen
410089472,moyen
410089473,moyen
410089474,moyen
410089475,moyen
410089476,moyen
410089477,moyen
410089478,moyen
410089479,moyen
410089482,moyen
410089483,moyen
410089485,moyen
410088443,nul
410818062,fort
410818063,fort
410088446,nul
410088447,nul
410088448,nul
410088452,nul
410088453,nul
410088454,nul
410088455,nul
410818077,moyen
410088458,fort
410088459,fort
410088460,fort
410088461,fort
410088462,fort
410088464,nul
410088799,moyen
410088800,moyen
410088802,moyen
410088803,moyen
410088804,moyen
410088805,moyen
410088806,moyen
410088807,moyen
410088808,moyen
410088809,moyen
410088810,moyen
410088811,moyen
410088812,moyen
410088816,fort
410088818,moyen
410089136,nul
410089137,nul
410089139,moyen
410089140,moyen
410089141,moyen
410089142,moyen
410089143,moyen
410089144,nul
410089145,nul
410089146,fort
410089147,nul
410089148,nul
410089149,nul
410089150,nul
410089151,fort
410089153,fort
410089486,moyen
410089487,moyen
410089488,moyen
410089489,moyen
410089490,moyen
410089491,moyen
410089492,moyen
410089493,moyen
410089494,moyen
410089496,moyen
410089497,moyen
410089498,moyen
410089499,nul
410089500,moyen
410089501,moyen
410089503,nul
410089504,moyen
410088465,nul
410955804,fort
410088467,fort
410955805,fort
410955857,fort
410088470,fort
410088472,fort
410088473,fort
410088474,fort
410088475,fort
410088476,fort
410088477,fort
410088478,fort
410088480,fort
410088483,fort
410088484,fort
410088485,fort
410088820,fort
410088821,fort
410088822,fort
410088824,fort
410088826,moyen
410088828,fort
410088829,fort
410088830,fort
410088831,fort
410088832,fort
410088833,fort
410088834,fort
410088835,fort
410088836,fort
410088837,fort
410088838,fort
410088839,moyen
410088840,moyen
410088841,moyen
410089155,fort
410089156,fort
410089157,fort
410089159,fort
410089160,fort
410089161,fort
410089162,fort
410089163,fort
410089164,fort
410089165,fort
410089167,fort
410089168,fort
410089169,fort
410089170,fort
410089171,fort
410089172,fort
410090564,fort
410833523,fort
410833252,fort
410941042,fort
410833524,fort
410833234,fort
410833525,fort
410090571,fort
410090572,fort
410939873,fort
410833522,fort
410090577,fort
410090578,fort
410934539,fort
416004727,moyen
410941049,fort
410091008,fort
410091010,fort
410091011,fort
410091012,fort
410091013,moyen
410091018,fort
410091020,fort
410091022,fort
410091024,moyen
410091027,moyen
410091039,fort
410091040,fort
410091042,moyen
410091043,fort
410089866,nul
410089867,nul
410089868,nul
410089869,nul
410089870,nul
410089871,nul
410089872,nul
410089874,nul
410089875,nul
410089876,nul
410089877,nul
410089888,fort
410089891,nul
410089892,moyen
410089893,nul
410089896,moyen
410089897,nul
410090216,moyen
410090217,nul
410090218,nul
410090219,nul
410090220,nul
410090221,moyen
410090222,moyen
410090223,moyen
410090224,nul
410090229,nul
410090230,nul
410090231,nul
410090232,nul
410090233,nul
410090234,moyen
410090235,moyen
410090237,nul
410090238,nul
410090239,nul
416004754,fort
416004743,fort
410936110,moyen
410934646,fort
416004755,fort
416004756,moyen
416004757,moyen
410090591,moyen
410090593,fort
410090595,fort
410090596,fort
410090597,fort
410090598,fort
410934520,fort
410934647,fort
410091045,moyen
410857134,fort
410091047,nul
410857135,fort
410091049,moyen
410091052,moyen
410091055,fort
410091056,fort
410091057,fort
410091058,fort
410091059,fort
410091061,fort
410091062,fort
410091064,fort
410089898,nul
410089900,nul
410819078,fort
410089903,fort
410089904,fort
410089905,fort
410089908,fort
410089911,fort
410089912,fort
410089914,moyen
410089915,fort
410089916,moyen
410089917,fort
410090240,moyen
410090242,moyen
410090243,moyen
410090244,nul
410090245,moyen
410090246,nul
410090247,moyen
410090248,nul
410090249,moyen
410090250,moyen
410090251,nul
410090252,moyen
410090253,moyen
410090254,moyen
410090255,moyen
410090256,moyen
410090257,moyen
410090258,moyen
410090259,moyen
410090260,moyen
410090599,fort
416004738,fort
410090601,moyen
410090602,moyen
410090603,moyen
410090604,nul
410090605,nul
410090606,nul
410090607,nul
416004739,fort
416004744,fort
416004758,fort
416004759,fort
416004764,fort
416004765,fort
410091065,fort
410091066,fort
410091067,fort
410091068,fort
410091069,fort
410091070,fort
410091071,fort
410091072,fort
410091073,fort
410091075,moyen
410091076,moyen
410091077,moyen
410091078,moyen
410091079,fort
410091080,fort
410091081,fort
410091085,moyen
410091086,moyen
410089918,fort
410089919,fort
410089920,fort
410089921,fort
410089922,fort
410089924,fort
410089925,moyen
410089926,moyen
410089927,moyen
410089928,moyen
410089929,moyen
410089930,moyen
410089931,moyen
410089932,moyen
410089935,nul
410089936,nul
410090261,moyen
410090262,moyen
410090263,nul
410090264,moyen
410090265,moyen
410090266,moyen
410090267,moyen
410090269,nul
410090270,moyen
410090271,nul
410090272,nul
410090273,nul
410090274,nul
410090275,nul
410090276,nul
410090277,fort
410090279,nul
410090280,nul
410833574,moyen
410833579,moyen
410833575,moyen
410833621,fort
410846885,fort
410833578,moyen
410920037,nul
410833678,moyen
410833679,moyen
416004771,fort
410833623,fort
410920039,fort
410833644,fort
410833697,fort
410091087,moyen
410091088,fort
410091096,fort
410091097,fort
410091098,fort
410091099,fort
410091100,fort
410091106,fort
410091107,fort
410091110,fort
410091111,fort
410091112,fort
410091113,fort
410091114,fort
410091115,fort
410091116,fort
410091117,fort
410089937,nul
410089938,nul
410089939,nul
410089940,nul
410089941,nul
410089942,moyen
410089943,moyen
410089944,moyen
410089945,moyen
410089946,moyen
410089948,moyen
410089950,moyen
410089952,moyen
410089954,moyen
410089957,moyen
410090281,moyen
410090282,nul
410090283,moyen
410090284,moyen
410090285,moyen
410090286,moyen
410090287,moyen
410090288,moyen
410090289,moyen
410090290,moyen
410090292,moyen
410090293,moyen
410090294,nul
410090295,moyen
410090296,moyen
410090297,moyen
410090298,moyen
410090299,moyen
410090300,moyen
410090301,moyen
410956118,fort
410090639,fort
410833698,fort
410956119,fort
410833708,fort
410956120,fort
410090646,fort
410090647,moyen
410090648,moyen
410090649,moyen
410090650,moyen
410090652,moyen
410090653,moyen
410090654,moyen
410090655,moyen
410090656,moyen
